Period,Year,Quarter,Region,Category,Channel,Revenue,COGS,OpEx,Net Profit,Budget,Variance
Aug 2025,2025,Q3,"Latin America","Cloud Services","Partner Network",77188,28008,14822,34358,77852,-664
Aug 2025,2025,Q3,"Latin America","Consumer Electronics","Partner Network",32928,22480,7350,3098,32233,695
Aug 2025,2025,Q3,"Latin America","Accessories","Partner Network",14931,7530,3167,4234,15880,-949
Aug 2025,2025,Q3,"Middle East & Africa","Hardware","Enterprise Direct",37800,24171,9217,4412,40187,-2387
Aug 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Enterprise Direct",49225,15348,11995,21882,48990,235
Aug 2025,2025,Q3,"Middle East & Africa","Cloud Services","Enterprise Direct",78644,30008,17161,31475,83901,-5257
Aug 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Enterprise Direct",35132,25211,8610,1311,34994,138
Aug 2025,2025,Q3,"Middle East & Africa","Accessories","Enterprise Direct",17205,9178,3760,4267,16595,610
Aug 2025,2025,Q3,"Middle East & Africa","Hardware","Retail Stores",41862,27128,8653,6081,39419,2443
Aug 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Retail Stores",50877,13343,10080,27454,49286,1591
Aug 2025,2025,Q3,"Middle East & Africa","Cloud Services","Retail Stores",65592,21044,13661,30887,67935,-2343
Aug 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Retail Stores",27977,19706,6530,1741,27185,792
Aug 2025,2025,Q3,"Middle East & Africa","Accessories","Retail Stores",16342,8463,3422,4457,16808,-466
Aug 2025,2025,Q3,"Middle East & Africa","Hardware","Online / E-Commerce",39691,25237,9156,5298,42265,-2574
Aug 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Online / E-Commerce",48533,14281,11857,22395,46982,1551
Aug 2025,2025,Q3,"Middle East & Africa","Cloud Services","Online / E-Commerce",74020,28307,15397,30316,70954,3066
Aug 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",35233,24805,7204,3224,33926,1307
Aug 2025,2025,Q3,"Middle East & Africa","Accessories","Online / E-Commerce",16320,7822,3363,5135,16424,-104
Aug 2025,2025,Q3,"Middle East & Africa","Hardware","Partner Network",34311,21666,7631,5014,33155,1156
Aug 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Partner Network",47689,13505,9889,24295,51207,-3518
Aug 2025,2025,Q3,"Middle East & Africa","Cloud Services","Partner Network",71107,23689,17610,29808,68639,2468
Aug 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Partner Network",29428,22274,6091,1063,30420,-992
Aug 2025,2025,Q3,"Middle East & Africa","Accessories","Partner Network",19761,9538,4597,5626,18593,1168
Sep 2025,2025,Q3,"North America","Hardware","Enterprise Direct",60863,40587,12041,8235,62762,-1899
Sep 2025,2025,Q3,"North America","Enterprise Software","Enterprise Direct",95362,23882,22096,49384,90276,5086
Sep 2025,2025,Q3,"North America","Cloud Services","Enterprise Direct",109336,39974,21867,47495,104787,4549
Sep 2025,2025,Q3,"North America","Consumer Electronics","Enterprise Direct",58190,40345,11894,5951,54840,3350
Sep 2025,2025,Q3,"North America","Accessories","Enterprise Direct",27342,13102,5425,8815,27304,38
Sep 2025,2025,Q3,"North America","Hardware","Retail Stores",60021,37286,13173,9562,57092,2929
Sep 2025,2025,Q3,"North America","Enterprise Software","Retail Stores",80012,22348,16139,41525,85277,-5265
Sep 2025,2025,Q3,"North America","Cloud Services","Retail Stores",122647,39934,30009,52704,131488,-8841
Sep 2025,2025,Q3,"North America","Consumer Electronics","Retail Stores",49944,37603,12338,3,51639,-1695
Sep 2025,2025,Q3,"North America","Accessories","Retail Stores",34128,18294,7942,7892,35165,-1037
Sep 2025,2025,Q3,"North America","Hardware","Online / E-Commerce",73899,49288,17100,7511,78363,-4464
Sep 2025,2025,Q3,"North America","Enterprise Software","Online / E-Commerce",95400,28162,23149,44089,102719,-7319
Sep 2025,2025,Q3,"North America","Cloud Services","Online / E-Commerce",129975,49417,32334,48224,135555,-5580
Sep 2025,2025,Q3,"North America","Consumer Electronics","Online / E-Commerce",61200,46412,14449,339,62932,-1732
Sep 2025,2025,Q3,"North America","Accessories","Online / E-Commerce",34750,18121,8014,8615,33301,1449
Sep 2025,2025,Q3,"North America","Hardware","Partner Network",70340,46716,14375,9249,67229,3111
Sep 2025,2025,Q3,"North America","Enterprise Software","Partner Network",94452,24478,19213,50761,96026,-1574
Sep 2025,2025,Q3,"North America","Cloud Services","Partner Network",113355,37167,25647,50541,105781,7574
Sep 2025,2025,Q3,"North America","Consumer Electronics","Partner Network",50414,36718,9828,3868,47615,2799
Sep 2025,2025,Q3,"North America","Accessories","Partner Network",31329,14618,6240,10471,30704,625
Sep 2025,2025,Q3,"Europe","Hardware","Enterprise Direct",44741,27840,9508,7393,43253,1488
Sep 2025,2025,Q3,"Europe","Enterprise Software","Enterprise Direct",63138,17049,13103,32986,62033,1105
Sep 2025,2025,Q3,"Europe","Cloud Services","Enterprise Direct",93002,31005,19850,42147,96225,-3223
Sep 2025,2025,Q3,"Europe","Consumer Electronics","Enterprise Direct",40501,28806,9437,2258,43718,-3217
Sep 2025,2025,Q3,"Europe","Accessories","Enterprise Direct",23087,11944,5767,5376,22406,681
Sep 2025,2025,Q3,"Europe","Hardware","Retail Stores",54474,37571,11381,5522,56108,-1634
Sep 2025,2025,Q3,"Europe","Enterprise Software","Retail Stores",80968,21476,18724,40768,85927,-4959
Sep 2025,2025,Q3,"Europe","Cloud Services","Retail Stores",91269,33313,22176,35780,91895,-626
Sep 2025,2025,Q3,"Europe","Consumer Electronics","Retail Stores",45622,34245,10154,1223,46040,-418
Sep 2025,2025,Q3,"Europe","Accessories","Retail Stores",26611,13397,5946,7268,25273,1338
Sep 2025,2025,Q3,"Europe","Hardware","Online / E-Commerce",51807,33912,10420,7475,54066,-2259
Sep 2025,2025,Q3,"Europe","Enterprise Software","Online / E-Commerce",71684,18269,16943,36472,67507,4177
Sep 2025,2025,Q3,"Europe","Cloud Services","Online / E-Commerce",87505,32535,17339,37631,90008,-2503
Sep 2025,2025,Q3,"Europe","Consumer Electronics","Online / E-Commerce",46725,32281,10781,3663,50029,-3304
Sep 2025,2025,Q3,"Europe","Accessories","Online / E-Commerce",21262,10935,5241,5086,21013,249
Sep 2025,2025,Q3,"Europe","Hardware","Partner Network",53893,36936,11620,5337,54972,-1079
Sep 2025,2025,Q3,"Europe","Enterprise Software","Partner Network",79817,21881,18159,39777,81507,-1690
Sep 2025,2025,Q3,"Europe","Cloud Services","Partner Network",94493,34018,21539,38936,91555,2938
Sep 2025,2025,Q3,"Europe","Consumer Electronics","Partner Network",44814,32741,9337,2736,47841,-3027
Sep 2025,2025,Q3,"Europe","Accessories","Partner Network",24818,12023,6089,6706,23823,995
Sep 2025,2025,Q3,"Asia-Pacific","Hardware","Enterprise Direct",35032,23954,7180,3898,36840,-1808
Sep 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Enterprise Direct",57744,15010,13821,28913,56450,1294
Sep 2025,2025,Q3,"Asia-Pacific","Cloud Services","Enterprise Direct",64982,24421,13750,26811,69763,-4781
Sep 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Enterprise Direct",34454,24421,8531,1502,36602,-2148
Sep 2025,2025,Q3,"Asia-Pacific","Accessories","Enterprise Direct",16631,8927,4048,3656,16371,260
Sep 2025,2025,Q3,"Asia-Pacific","Hardware","Retail Stores",42332,28835,9065,4432,43093,-761
Sep 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Retail Stores",57244,15580,12980,28684,56627,617
Sep 2025,2025,Q3,"Asia-Pacific","Cloud Services","Retail Stores",68204,24485,14729,28990,63198,5006
Sep 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Retail Stores",32473,23206,6250,3017,34863,-2390
Sep 2025,2025,Q3,"Asia-Pacific","Accessories","Retail Stores",17009,7880,4211,4918,16510,499
Sep 2025,2025,Q3,"Asia-Pacific","Hardware","Online / E-Commerce",32080,22032,6705,3343,31168,912
Sep 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Online / E-Commerce",58325,15476,12210,30639,57922,403
Sep 2025,2025,Q3,"Asia-Pacific","Cloud Services","Online / E-Commerce",66404,22297,14437,29670,63600,2804
Sep 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",29739,21309,6072,2358,31132,-1393
Sep 2025,2025,Q3,"Asia-Pacific","Accessories","Online / E-Commerce",17135,8206,4071,4858,15781,1354
Sep 2025,2025,Q3,"Asia-Pacific","Hardware","Partner Network",34255,23068,6521,4666,34596,-341
Sep 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Partner Network",55755,13409,12475,29871,55901,-146
Sep 2025,2025,Q3,"Asia-Pacific","Cloud Services","Partner Network",59857,21248,13227,25382,62697,-2840
Sep 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Partner Network",32000,23082,7609,1309,30155,1845
Sep 2025,2025,Q3,"Asia-Pacific","Accessories","Partner Network",17445,9136,3461,4848,16432,1013
Sep 2025,2025,Q3,"Latin America","Hardware","Enterprise Direct",40509,25163,8030,7316,42956,-2447
Sep 2025,2025,Q3,"Latin America","Enterprise Software","Enterprise Direct",45712,11472,11092,23148,47311,-1599
Sep 2025,2025,Q3,"Latin America","Cloud Services","Enterprise Direct",62617,23807,14597,24213,58799,3818
Sep 2025,2025,Q3,"Latin America","Consumer Electronics","Enterprise Direct",34972,25792,6894,2286,35060,-88
Sep 2025,2025,Q3,"Latin America","Accessories","Enterprise Direct",18499,8685,4087,5727,18591,-92
Sep 2025,2025,Q3,"Latin America","Hardware","Retail Stores",32947,21457,7309,4181,30428,2519
Sep 2025,2025,Q3,"Latin America","Enterprise Software","Retail Stores",51494,14546,9852,27096,55149,-3655
Sep 2025,2025,Q3,"Latin America","Cloud Services","Retail Stores",70919,22110,17490,31319,65339,5580
Sep 2025,2025,Q3,"Latin America","Consumer Electronics","Retail Stores",26909,20329,5126,1454,27003,-94
Sep 2025,2025,Q3,"Latin America","Accessories","Retail Stores",19670,9061,4353,6256,20235,-565
Sep 2025,2025,Q3,"Latin America","Hardware","Online / E-Commerce",31712,20668,7318,3726,34148,-2436
Sep 2025,2025,Q3,"Latin America","Enterprise Software","Online / E-Commerce",51591,15186,12836,23569,49281,2310
Sep 2025,2025,Q3,"Latin America","Cloud Services","Online / E-Commerce",74051,28762,15048,30241,73385,666
Sep 2025,2025,Q3,"Latin America","Consumer Electronics","Online / E-Commerce",35938,25071,7785,3082,33760,2178
Sep 2025,2025,Q3,"Latin America","Accessories","Online / E-Commerce",15903,7880,3137,4886,15311,592
Sep 2025,2025,Q3,"Latin America","Hardware","Partner Network",36573,22664,7535,6374,36753,-180
Sep 2025,2025,Q3,"Latin America","Enterprise Software","Partner Network",45429,11874,10078,23477,42298,3131
Sep 2025,2025,Q3,"Latin America","Cloud Services","Partner Network",65361,23038,12690,29633,65392,-31
Sep 2025,2025,Q3,"Latin America","Consumer Electronics","Partner Network",31704,21734,6981,2989,31174,530
Sep 2025,2025,Q3,"Latin America","Accessories","Partner Network",15117,7562,3231,4324,14042,1075
Sep 2025,2025,Q3,"Middle East & Africa","Hardware","Enterprise Direct",37233,23890,7199,6144,36927,306
Sep 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Enterprise Direct",49648,12136,10770,26742,49290,358
Sep 2025,2025,Q3,"Middle East & Africa","Cloud Services","Enterprise Direct",60899,21064,13233,26602,56029,4870
Sep 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Enterprise Direct",30929,22157,5877,2895,28507,2422
Sep 2025,2025,Q3,"Middle East & Africa","Accessories","Enterprise Direct",17126,7878,3265,5983,15799,1327
Sep 2025,2025,Q3,"Middle East & Africa","Hardware","Retail Stores",31622,19316,6038,6268,34119,-2497
Sep 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Retail Stores",43727,10549,10915,22263,41891,1836
Sep 2025,2025,Q3,"Middle East & Africa","Cloud Services","Retail Stores",60054,23390,12266,24398,63715,-3661
Sep 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Retail Stores",36065,25210,8759,2096,34629,1436
Sep 2025,2025,Q3,"Middle East & Africa","Accessories","Retail Stores",15993,8484,3280,4229,15073,920
Sep 2025,2025,Q3,"Middle East & Africa","Hardware","Online / E-Commerce",41452,26118,8225,7109,43536,-2084
Sep 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Online / E-Commerce",47426,11915,11328,24183,44730,2696
Sep 2025,2025,Q3,"Middle East & Africa","Cloud Services","Online / E-Commerce",62687,23516,12455,26716,60653,2034
Sep 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",34375,23773,7144,3458,36313,-1938
Sep 2025,2025,Q3,"Middle East & Africa","Accessories","Online / E-Commerce",15510,7503,3740,4267,14643,867
Sep 2025,2025,Q3,"Middle East & Africa","Hardware","Partner Network",34937,23694,6954,4289,32594,2343
Sep 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Partner Network",56671,14284,11042,31345,58591,-1920
Sep 2025,2025,Q3,"Middle East & Africa","Cloud Services","Partner Network",62902,19906,14638,28358,66795,-3893
Sep 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Partner Network",27463,20239,6679,545,25675,1788
Sep 2025,2025,Q3,"Middle East & Africa","Accessories","Partner Network",18463,9803,3611,5049,19547,-1084
Oct 2025,2025,Q4,"North America","Hardware","Enterprise Direct",72655,44861,17584,10210,76657,-4002
Oct 2025,2025,Q4,"North America","Enterprise Software","Enterprise Direct",78745,24360,18951,35434,82790,-4045
Oct 2025,2025,Q4,"North America","Cloud Services","Enterprise Direct",136504,51536,32660,52308,138663,-2159
Oct 2025,2025,Q4,"North America","Consumer Electronics","Enterprise Direct",60651,45226,13703,1722,64641,-3990
Oct 2025,2025,Q4,"North America","Accessories","Enterprise Direct",33306,16916,8149,8241,32993,313
Oct 2025,2025,Q4,"North America","Hardware","Retail Stores",67031,45775,14510,6746,67742,-711
Oct 2025,2025,Q4,"North America","Enterprise Software","Retail Stores",100756,27737,22567,50452,105286,-4530
Oct 2025,2025,Q4,"North America","Cloud Services","Retail Stores",120796,42919,28612,49265,113385,7411
Oct 2025,2025,Q4,"North America","Consumer Electronics","Retail Stores",56066,41628,11045,3393,58149,-2083
Oct 2025,2025,Q4,"North America","Accessories","Retail Stores",32941,15460,7706,9775,32384,557
Oct 2025,2025,Q4,"North America","Hardware","Online / E-Commerce",57611,38517,12309,6785,53082,4529
Oct 2025,2025,Q4,"North America","Enterprise Software","Online / E-Commerce",95942,26053,18279,51610,102742,-6800
Oct 2025,2025,Q4,"North America","Cloud Services","Online / E-Commerce",119070,36994,29360,52716,120313,-1243
Oct 2025,2025,Q4,"North America","Consumer Electronics","Online / E-Commerce",46870,35407,10495,968,46809,61
Oct 2025,2025,Q4,"North America","Accessories","Online / E-Commerce",34417,17388,7555,9474,32807,1610
Oct 2025,2025,Q4,"North America","Hardware","Partner Network",66374,43100,13438,9836,65946,428
Oct 2025,2025,Q4,"North America","Enterprise Software","Partner Network",89473,22959,19467,47047,95032,-5559
Oct 2025,2025,Q4,"North America","Cloud Services","Partner Network",112178,38900,27293,45985,120010,-7832
Oct 2025,2025,Q4,"North America","Consumer Electronics","Partner Network",54308,40789,13370,149,57194,-2886
Oct 2025,2025,Q4,"North America","Accessories","Partner Network",33919,18144,8138,7637,36420,-2501
Oct 2025,2025,Q4,"Europe","Hardware","Enterprise Direct",57846,39137,14325,4384,57921,-75
Oct 2025,2025,Q4,"Europe","Enterprise Software","Enterprise Direct",77495,24555,17087,35853,75301,2194
Oct 2025,2025,Q4,"Europe","Cloud Services","Enterprise Direct",109973,38562,23026,48385,114500,-4527
Oct 2025,2025,Q4,"Europe","Consumer Electronics","Enterprise Direct",43298,30562,10194,2542,43790,-492
Oct 2025,2025,Q4,"Europe","Accessories","Enterprise Direct",22603,11767,5069,5767,23406,-803
Oct 2025,2025,Q4,"Europe","Hardware","Retail Stores",55098,36127,12855,6116,57491,-2393
Oct 2025,2025,Q4,"Europe","Enterprise Software","Retail Stores",71975,21431,17007,33537,75451,-3476
Oct 2025,2025,Q4,"Europe","Cloud Services","Retail Stores",103051,38306,24537,40208,103837,-786
Oct 2025,2025,Q4,"Europe","Consumer Electronics","Retail Stores",46711,34760,10410,1541,46596,115
Oct 2025,2025,Q4,"Europe","Accessories","Retail Stores",26031,13115,5703,7213,24572,1459
Oct 2025,2025,Q4,"Europe","Hardware","Online / E-Commerce",51882,33659,10324,7899,52396,-514
Oct 2025,2025,Q4,"Europe","Enterprise Software","Online / E-Commerce",70147,17675,15693,36779,66315,3832
Oct 2025,2025,Q4,"Europe","Cloud Services","Online / E-Commerce",86463,30691,17250,38522,83448,3015
Oct 2025,2025,Q4,"Europe","Consumer Electronics","Online / E-Commerce",43996,30475,9104,4417,45687,-1691
Oct 2025,2025,Q4,"Europe","Accessories","Online / E-Commerce",21425,10339,5022,6064,20853,572
Oct 2025,2025,Q4,"Europe","Hardware","Partner Network",47806,31992,10039,5775,47083,723
Oct 2025,2025,Q4,"Europe","Enterprise Software","Partner Network",75551,20146,16192,39213,75623,-72
Oct 2025,2025,Q4,"Europe","Cloud Services","Partner Network",91780,31429,20224,40127,96918,-5138
Oct 2025,2025,Q4,"Europe","Consumer Electronics","Partner Network",41968,30237,10114,1617,41602,366
Oct 2025,2025,Q4,"Europe","Accessories","Partner Network",23913,12626,5183,6104,25167,-1254
Oct 2025,2025,Q4,"Asia-Pacific","Hardware","Enterprise Direct",41105,26539,9851,4715,38444,2661
Oct 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Enterprise Direct",50416,15438,9868,25110,53802,-3386
Oct 2025,2025,Q4,"Asia-Pacific","Cloud Services","Enterprise Direct",77174,24513,18922,33739,72550,4624
Oct 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Enterprise Direct",27601,20800,5452,1349,29509,-1908
Oct 2025,2025,Q4,"Asia-Pacific","Accessories","Enterprise Direct",19546,9187,4807,5552,20505,-959
Oct 2025,2025,Q4,"Asia-Pacific","Hardware","Retail Stores",33020,22604,7872,2544,34450,-1430
Oct 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Retail Stores",57895,17630,13677,26588,58680,-785
Oct 2025,2025,Q4,"Asia-Pacific","Cloud Services","Retail Stores",76729,28517,17270,30942,76610,119
Oct 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Retail Stores",33964,24684,7452,1828,32701,1263
Oct 2025,2025,Q4,"Asia-Pacific","Accessories","Retail Stores",17801,8887,3668,5246,18231,-430
Oct 2025,2025,Q4,"Asia-Pacific","Hardware","Online / E-Commerce",37091,23419,8496,5176,35279,1812
Oct 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Online / E-Commerce",47679,13926,9616,24137,45481,2198
Oct 2025,2025,Q4,"Asia-Pacific","Cloud Services","Online / E-Commerce",73448,23913,14889,34646,77884,-4436
Oct 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",28536,19888,6924,1724,28324,212
Oct 2025,2025,Q4,"Asia-Pacific","Accessories","Online / E-Commerce",15860,8409,3445,4006,16804,-944
Oct 2025,2025,Q4,"Asia-Pacific","Hardware","Partner Network",41413,26764,10035,4614,43478,-2065
Oct 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Partner Network",50538,15654,12063,22821,50515,23
Oct 2025,2025,Q4,"Asia-Pacific","Cloud Services","Partner Network",78105,29284,17170,31651,73971,4134
Oct 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Partner Network",34350,24724,6875,2751,34690,-340
Oct 2025,2025,Q4,"Asia-Pacific","Accessories","Partner Network",17345,8213,3880,5252,16548,797
Oct 2025,2025,Q4,"Latin America","Hardware","Enterprise Direct",33508,21946,6795,4767,35340,-1832
Oct 2025,2025,Q4,"Latin America","Enterprise Software","Enterprise Direct",52204,13418,12555,26231,53261,-1057
Oct 2025,2025,Q4,"Latin America","Cloud Services","Enterprise Direct",64215,24231,14615,25369,64329,-114
Oct 2025,2025,Q4,"Latin America","Consumer Electronics","Enterprise Direct",34634,25287,7643,1704,34512,122
Oct 2025,2025,Q4,"Latin America","Accessories","Enterprise Direct",18019,9025,3940,5054,16599,1420
Oct 2025,2025,Q4,"Latin America","Hardware","Retail Stores",37324,24195,7108,6021,36507,817
Oct 2025,2025,Q4,"Latin America","Enterprise Software","Retail Stores",50913,12250,10783,27880,50567,346
Oct 2025,2025,Q4,"Latin America","Cloud Services","Retail Stores",59886,20305,13022,26559,56546,3340
Oct 2025,2025,Q4,"Latin America","Consumer Electronics","Retail Stores",30125,21588,5997,2540,30054,71
Oct 2025,2025,Q4,"Latin America","Accessories","Retail Stores",17139,8092,3755,5292,16619,520
Oct 2025,2025,Q4,"Latin America","Hardware","Online / E-Commerce",33310,21612,6950,4748,32532,778
Oct 2025,2025,Q4,"Latin America","Enterprise Software","Online / E-Commerce",51026,13514,10779,26733,53758,-2732
Oct 2025,2025,Q4,"Latin America","Cloud Services","Online / E-Commerce",66273,22422,15911,27940,62820,3453
Oct 2025,2025,Q4,"Latin America","Consumer Electronics","Online / E-Commerce",30038,22431,6021,1586,31454,-1416
Oct 2025,2025,Q4,"Latin America","Accessories","Online / E-Commerce",19103,9054,4540,5509,20484,-1381
Oct 2025,2025,Q4,"Latin America","Hardware","Partner Network",33566,22609,8295,2662,35050,-1484
Oct 2025,2025,Q4,"Latin America","Enterprise Software","Partner Network",55783,17636,13197,24950,56091,-308
Oct 2025,2025,Q4,"Latin America","Cloud Services","Partner Network",79793,29692,17720,32381,78519,1274
Oct 2025,2025,Q4,"Latin America","Consumer Electronics","Partner Network",34018,24587,7280,2151,36399,-2381
Oct 2025,2025,Q4,"Latin America","Accessories","Partner Network",17540,8630,4319,4591,18322,-782
Oct 2025,2025,Q4,"Middle East & Africa","Hardware","Enterprise Direct",36086,24719,8543,2824,36604,-518
Oct 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Enterprise Direct",57980,17528,13068,27384,56662,1318
Oct 2025,2025,Q4,"Middle East & Africa","Cloud Services","Enterprise Direct",76144,27197,16103,32844,73170,2974
Oct 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Enterprise Direct",32259,22860,6624,2775,33299,-1040
Oct 2025,2025,Q4,"Middle East & Africa","Accessories","Enterprise Direct",16620,7985,3857,4778,16202,418
Oct 2025,2025,Q4,"Middle East & Africa","Hardware","Retail Stores",34476,22965,7259,4252,36350,-1874
Oct 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Retail Stores",54352,14535,13065,26752,50798,3554
Oct 2025,2025,Q4,"Middle East & Africa","Cloud Services","Retail Stores",66951,25252,13088,28611,70126,-3175
Oct 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Retail Stores",34614,23791,8231,2592,34378,236
Oct 2025,2025,Q4,"Middle East & Africa","Accessories","Retail Stores",15232,7977,3312,3943,15634,-402
Oct 2025,2025,Q4,"Middle East & Africa","Hardware","Online / E-Commerce",40507,26191,9312,5004,37681,2826
Oct 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Online / E-Commerce",50598,14835,9808,25955,53182,-2584
Oct 2025,2025,Q4,"Middle East & Africa","Cloud Services","Online / E-Commerce",73744,23238,17636,32870,71740,2004
Oct 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",27304,20356,5729,1219,29485,-2181
Oct 2025,2025,Q4,"Middle East & Africa","Accessories","Online / E-Commerce",19022,9252,4755,5015,18764,258
Oct 2025,2025,Q4,"Middle East & Africa","Hardware","Partner Network",35304,24358,7587,3359,37196,-1892
Oct 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Partner Network",58929,16101,14149,28679,63147,-4218
Oct 2025,2025,Q4,"Middle East & Africa","Cloud Services","Partner Network",68481,25803,16904,25774,64593,3888
Oct 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Partner Network",34570,26127,6869,1574,34537,33
Oct 2025,2025,Q4,"Middle East & Africa","Accessories","Partner Network",19690,9286,4325,6079,20087,-397
Nov 2025,2025,Q4,"North America","Hardware","Enterprise Direct",58170,37783,13237,7150,56956,1214
Nov 2025,2025,Q4,"North America","Enterprise Software","Enterprise Direct",89533,25972,18997,44564,93200,-3667
Nov 2025,2025,Q4,"North America","Cloud Services","Enterprise Direct",127616,43334,30036,54246,118198,9418
Nov 2025,2025,Q4,"North America","Consumer Electronics","Enterprise Direct",52823,39114,10159,3550,52242,581
Nov 2025,2025,Q4,"North America","Accessories","Enterprise Direct",32713,15149,7062,10502,31434,1279
Nov 2025,2025,Q4,"North America","Hardware","Retail Stores",56092,36151,11518,8423,53291,2801
Nov 2025,2025,Q4,"North America","Enterprise Software","Retail Stores",87843,22878,17681,47284,85717,2126
Nov 2025,2025,Q4,"North America","Cloud Services","Retail Stores",113950,37038,24035,52877,107277,6673
Nov 2025,2025,Q4,"North America","Consumer Electronics","Retail Stores",49827,35273,9868,4686,50458,-631
Nov 2025,2025,Q4,"North America","Accessories","Retail Stores",29002,13652,6518,8832,29393,-391
Nov 2025,2025,Q4,"North America","Hardware","Online / E-Commerce",57952,38036,13042,6874,57415,537
Nov 2025,2025,Q4,"North America","Enterprise Software","Online / E-Commerce",91822,26329,19882,45611,95904,-4082
Nov 2025,2025,Q4,"North America","Cloud Services","Online / E-Commerce",126074,43542,29838,52694,131560,-5486
Nov 2025,2025,Q4,"North America","Consumer Electronics","Online / E-Commerce",54019,40094,12766,1159,50799,3220
Nov 2025,2025,Q4,"North America","Accessories","Online / E-Commerce",32912,17172,6505,9235,33876,-964
Nov 2025,2025,Q4,"North America","Hardware","Partner Network",70411,43669,16264,10478,74289,-3878
Nov 2025,2025,Q4,"North America","Enterprise Software","Partner Network",79669,23474,19173,37022,73672,5997
Nov 2025,2025,Q4,"North America","Cloud Services","Partner Network",129721,48975,24877,55869,137929,-8208
Nov 2025,2025,Q4,"North America","Consumer Electronics","Partner Network",60650,41385,14782,4483,59946,704
Nov 2025,2025,Q4,"North America","Accessories","Partner Network",26092,13871,5627,6594,27298,-1206
Nov 2025,2025,Q4,"Europe","Hardware","Enterprise Direct",57218,36859,13579,6780,53073,4145
Nov 2025,2025,Q4,"Europe","Enterprise Software","Enterprise Direct",68939,20896,13294,34749,64616,4323
Nov 2025,2025,Q4,"Europe","Cloud Services","Enterprise Direct",104987,32943,20628,51416,106248,-1261
Nov 2025,2025,Q4,"Europe","Consumer Electronics","Enterprise Direct",37327,25705,8380,3242,35660,1667
Nov 2025,2025,Q4,"Europe","Accessories","Enterprise Direct",21063,10658,4281,6124,21243,-180
Nov 2025,2025,Q4,"Europe","Hardware","Retail Stores",52302,32829,11674,7799,51680,622
Nov 2025,2025,Q4,"Europe","Enterprise Software","Retail Stores",64573,18356,13918,32299,65915,-1342
Nov 2025,2025,Q4,"Europe","Cloud Services","Retail Stores",98163,33773,22361,42029,101391,-3228
Nov 2025,2025,Q4,"Europe","Consumer Electronics","Retail Stores",42230,30844,9811,1575,41614,616
Nov 2025,2025,Q4,"Europe","Accessories","Retail Stores",24800,12808,5320,6672,25176,-376
Nov 2025,2025,Q4,"Europe","Hardware","Online / E-Commerce",54303,34901,12255,7147,58472,-4169
Nov 2025,2025,Q4,"Europe","Enterprise Software","Online / E-Commerce",68545,19712,17053,31780,68546,-1
Nov 2025,2025,Q4,"Europe","Cloud Services","Online / E-Commerce",99363,38591,21860,38912,104940,-5577
Nov 2025,2025,Q4,"Europe","Consumer Electronics","Online / E-Commerce",49410,35575,11910,1925,49587,-177
Nov 2025,2025,Q4,"Europe","Accessories","Online / E-Commerce",23870,12605,5283,5982,21970,1900
Nov 2025,2025,Q4,"Europe","Hardware","Partner Network",56533,36848,10750,8935,59632,-3099
